working on SERVER_NAME,Status,LOGIN_NAME,JOB_NAME,IS_ENABLED,LastRun,JOB_ID,DESCRIPTION,DATE_CREATED,DATE_MODIFIED,DATABASE NAME
SERVER_NAME,Status,LOGIN_NAME,JOB_NAME,IS_ENABLED,LastRun,JOB_ID,DESCRIPTION,DATE_CREATED,DATE_MODIFIED,DATABASE NAME
DDMSQL10,Success,sa,IndexOptimize - RAI DB,Yes,4/25/2017 16:17,aa2b3f45-4f18-42f2-a4fd-5c2307ba90e6,Source: https://ola.hallengren.com,4/21/2016 15:01,4/22/2016 14:00,master
working on DDMSQL12,Never Ran,DM\svc_dbmaint,IndexOptimize - USER_DATABASES,Yes,,dc2d362f-b7b9-4df5-9cf5-e081d5cc6e9c,Source: https://ola.hallengren.com,2/16/2015 10:49,10/21/2016 10:06,master
DDMSQL12,Never Ran,DM\svc_dbmaint,IndexOptimize - USER_DATABASES,Yes,,dc2d362f-b7b9-4df5-9cf5-e081d5cc6e9c,Source: https://ola.hallengren.com,2/16/2015 10:49,10/21/2016 10:06,master
working on DDMSQL10,Never Ran,sa,Output File Cleanup,Yes,,aee4cdec-11da-4f56-bc8f-43befb21e172,Source: https://ola.hallengren.com,4/21/2016 14:56,4/21/2016 14:56,master
DDMSQL10,Never Ran,sa,Output File Cleanup,Yes,,aee4cdec-11da-4f56-bc8f-43befb21e172,Source: https://ola.hallengren.com,4/21/2016 14:56,4/21/2016 14:56,master
working on SQLTEST2016,Success,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,9ef777ee-1607-433a-b3c7-68beccb245b1,No description available.,6/29/2016 11:26,6/29/2016 11:26,master
SQLTEST2016,Success,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,9ef777ee-1607-433a-b3c7-68beccb245b1,No description available.,6/29/2016 11:26,6/29/2016 11:26,master
working on HVMSQL04,Success,vmsrvc,Topn past year HVIEW_VIM_LCDB,Yes,10/23/2017 1:55,5535adb0-dcde-4b05-84cd-02a96f7c7e18,This job is to maintain topn processing of yearly stats,12/19/2016 16:24,12/19/2016 16:24,master
HVMSQL04,Success,vmsrvc,Topn past year HVIEW_VIM_LCDB,Yes,10/23/2017 1:55,5535adb0-dcde-4b05-84cd-02a96f7c7e18,This job is to maintain topn processing of yearly stats,12/19/2016 16:24,12/19/2016 16:24,master
working on HVMSQL04,Success,vmsrvc,Process Performance Data HINF_VIM_VCDB,Yes,10/23/2017 11:00,b70f4388-d25e-4313-a25d-0da8ff46f28d,This job is to collect DB performance counters and should run on every 30 min,9/29/2016 13:27,9/29/2016 13:27,master
HVMSQL04,Success,vmsrvc,Process Performance Data HINF_VIM_VCDB,Yes,10/23/2017 11:00,b70f4388-d25e-4313-a25d-0da8ff46f28d,This job is to collect DB performance counters and should run on every 30 min,9/29/2016 13:27,9/29/2016 13:27,master
working on HVMSQL04,Success,vmsrvc,Past Day stats rollupHVIEW_VIM_VCDB,Yes,10/23/2017 11:00,b4f59aeb-5e93-4165-895a-153b24b80a71,This job is to roll up 5 min stats and should run every 30 mins,12/19/2016 22:45,12/19/2016 22:45,master
HVMSQL04,Success,vmsrvc,Past Day stats rollupHVIEW_VIM_VCDB,Yes,10/23/2017 11:00,b4f59aeb-5e93-4165-895a-153b24b80a71,This job is to roll up 5 min stats and should run every 30 mins,12/19/2016 22:45,12/19/2016 22:45,master
working on HVMSQL04,Success,vmsrvc,Process Performance Data HPROD_VIM_VCDB,Yes,10/23/2017 11:00,6e100394-1fea-4196-8a0f-1a056e1a5dd1,This job is to collect DB performance counters and should run on every 30 min,9/26/2016 10:54,9/26/2016 10:54,master
HVMSQL04,Success,vmsrvc,Process Performance Data HPROD_VIM_VCDB,Yes,10/23/2017 11:00,6e100394-1fea-4196-8a0f-1a056e1a5dd1,This job is to collect DB performance counters and should run on every 30 min,9/26/2016 10:54,9/26/2016 10:54,master
working on HVMSQL04,Success,vmsrvc,Topn past day HPROD_VIM_VCDB,Yes,10/23/2017 11:10,c20793b8-e32b-431d-bb08-453560377189,This job is to maintain topn processing of daily stats,9/26/2016 10:54,9/26/2016 10:54,master
HVMSQL04,Success,vmsrvc,Topn past day HPROD_VIM_VCDB,Yes,10/23/2017 11:10,c20793b8-e32b-431d-bb08-453560377189,This job is to maintain topn processing of daily stats,9/26/2016 10:54,9/26/2016 10:54,master
working on HVMSQL04,Success,vmsrvc,Past Week stats rollupHINF_VIM_VCDB,Yes,10/23/2017 9:45,b71f18a7-75a5-4230-8cb2-492892864077,This job is to roll up past week stats and should run every 2 hours,9/29/2016 13:27,9/29/2016 13:27,master
HVMSQL04,Success,vmsrvc,Past Week stats rollupHINF_VIM_VCDB,Yes,10/23/2017 9:45,b71f18a7-75a5-4230-8cb2-492892864077,This job is to roll up past week stats and should run every 2 hours,9/29/2016 13:27,9/29/2016 13:27,master
working on HVMSQL04,Success,vmsrvc,Topn past month HVIEW_VIM_LCDB,Yes,10/23/2017 9:35,b1b1969e-6ac6-4261-8f7e-4d0993570525,This job is to maintain topn processing of monthly stats,12/19/2016 16:24,12/19/2016 16:24,master
HVMSQL04,Success,vmsrvc,Topn past month HVIEW_VIM_LCDB,Yes,10/23/2017 9:35,b1b1969e-6ac6-4261-8f7e-4d0993570525,This job is to maintain topn processing of monthly stats,12/19/2016 16:24,12/19/2016 16:24,master
working on HVMSQL04,Success,vmsrvc,Property Bulletin Daily Update HVIEW_VIM_LCDB,Yes,10/23/2017 9:00,b3e0851a-142b-48e6-8080-520835285337,This job is to delete old Property Bulletin Records,12/19/2016 16:24,12/19/2016 16:24,master
HVMSQL04,Success,vmsrvc,Property Bulletin Daily Update HVIEW_VIM_LCDB,Yes,10/23/2017 9:00,b3e0851a-142b-48e6-8080-520835285337,This job is to delete old Property Bulletin Records,12/19/2016 16:24,12/19/2016 16:24,master
working on HVMSQL04,Success,vmsrvc,Event Task Cleanup HVIEW_VIM_LCDB,Yes,10/23/2017 7:30,2be5d7ad-4165-44d4-8f42-55cc5df5112d,This job is to clean up old Events and Tasks,12/19/2016 16:24,12/19/2016 16:24,master
HVMSQL04,Success,vmsrvc,Event Task Cleanup HVIEW_VIM_LCDB,Yes,10/23/2017 7:30,2be5d7ad-4165-44d4-8f42-55cc5df5112d,This job is to clean up old Events and Tasks,12/19/2016 16:24,12/19/2016 16:24,master
working on HVMSQL04,Success,vmsrvc,Past Month stats rollupHINF_VIM_VCDB,Yes,10/23/2017 2:15,60a0b67a-e001-480c-b503-5a702fd03c93,This job is to roll up Past Month stats and should run every day,9/29/2016 13:27,9/29/2016 13:27,master
HVMSQL04,Success,vmsrvc,Past Month stats rollupHINF_VIM_VCDB,Yes,10/23/2017 2:15,60a0b67a-e001-480c-b503-5a702fd03c93,This job is to roll up Past Month stats and should run every day,9/29/2016 13:27,9/29/2016 13:27,master
working on HVMSQL04,Success,vmsrvc,Past Month stats rollupHPROD_VIM_VCDB,Yes,10/23/2017 2:15,004b42d9-baec-45e9-8740-5d11ae9595af,This job is to roll up Past Month stats and should run every day,9/26/2016 10:54,9/26/2016 10:54,master
HVMSQL04,Success,vmsrvc,Past Month stats rollupHPROD_VIM_VCDB,Yes,10/23/2017 2:15,004b42d9-baec-45e9-8740-5d11ae9595af,This job is to roll up Past Month stats and should run every day,9/26/2016 10:54,9/26/2016 10:54,master
working on HVMSQL04,Success,vmsrvc,Past Week stats rollupHPROD_VIM_VCDB,Yes,10/23/2017 9:45,73206483-b4d6-4fbf-abc1-63fb6d88c201,This job is to roll up past week stats and should run every 2 hours,9/26/2016 10:54,9/26/2016 10:54,master
HVMSQL04,Success,vmsrvc,Past Week stats rollupHPROD_VIM_VCDB,Yes,10/23/2017 9:45,73206483-b4d6-4fbf-abc1-63fb6d88c201,This job is to roll up past week stats and should run every 2 hours,9/26/2016 10:54,9/26/2016 10:54,master
working on HVMSQL04,Success,vmsrvc,Event Task Cleanup HPROD_VIM_VCDB,Yes,10/23/2017 7:30,8248fd54-743b-407c-8e35-6b45dca62fac,This job is to clean up old Events and Tasks,9/26/2016 10:54,9/26/2016 10:54,master
HVMSQL04,Success,vmsrvc,Event Task Cleanup HPROD_VIM_VCDB,Yes,10/23/2017 7:30,8248fd54-743b-407c-8e35-6b45dca62fac,This job is to clean up old Events and Tasks,9/26/2016 10:54,9/26/2016 10:54,master
working on HVMSQL04,Success,vmsrvc,Past Month stats rollupHVIEW_VIM_LCDB,Yes,10/23/2017 2:15,08f15a0c-87ef-4f62-82aa-719bf6e50714,This job is to roll up Past Month stats and should run every day,12/19/2016 16:24,12/19/2016 16:24,master
HVMSQL04,Success,vmsrvc,Past Month stats rollupHVIEW_VIM_LCDB,Yes,10/23/2017 2:15,08f15a0c-87ef-4f62-82aa-719bf6e50714,This job is to roll up Past Month stats and should run every day,12/19/2016 16:24,12/19/2016 16:24,master
working on HVMSQL04,Success,vmsrvc,Topn past week HINF_VIM_VCDB,Yes,10/23/2017 10:55,5b3565d3-2283-446d-aeae-7838081bae0b,This job is to maintain topn processing of weekly stats,9/29/2016 13:27,9/29/2016 13:27,master
HVMSQL04,Success,vmsrvc,Topn past week HINF_VIM_VCDB,Yes,10/23/2017 10:55,5b3565d3-2283-446d-aeae-7838081bae0b,This job is to maintain topn processing of weekly stats,9/29/2016 13:27,9/29/2016 13:27,master
working on HVMSQL04,Success,vmsrvc,Topn past year HINF_VIM_VCDB,Yes,10/23/2017 2:30,f4ebe763-9a03-498f-93e8-794937a3962f,This job is to maintain topn processing of yearly stats,9/29/2016 13:27,9/29/2016 13:27,master
HVMSQL04,Success,vmsrvc,Topn past year HINF_VIM_VCDB,Yes,10/23/2017 2:30,f4ebe763-9a03-498f-93e8-794937a3962f,This job is to maintain topn processing of yearly stats,9/29/2016 13:27,9/29/2016 13:27,master
working on HVMSQL04,Success,vmsrvc,Past Day stats rollupHPROD_VIM_VCDB,Yes,10/23/2017 11:00,9ae3583e-d758-4e4a-93f9-8577a16f4824,This job is to roll up 5 min stats and should run every 30 mins,9/26/2016 10:54,9/26/2016 10:54,master
HVMSQL04,Success,vmsrvc,Past Day stats rollupHPROD_VIM_VCDB,Yes,10/23/2017 11:00,9ae3583e-d758-4e4a-93f9-8577a16f4824,This job is to roll up 5 min stats and should run every 30 mins,9/26/2016 10:54,9/26/2016 10:54,master
working on HVMSQL04,Success,vmsrvc,Topn past year HPROD_VIM_VCDB,Yes,10/23/2017 2:30,a08d8e34-94ca-48df-8f68-939f1aaddc3e,This job is to maintain topn processing of yearly stats,9/26/2016 10:54,9/26/2016 10:54,master
HVMSQL04,Success,vmsrvc,Topn past year HPROD_VIM_VCDB,Yes,10/23/2017 2:30,a08d8e34-94ca-48df-8f68-939f1aaddc3e,This job is to maintain topn processing of yearly stats,9/26/2016 10:54,9/26/2016 10:54,master
working on HVMSQL04,Success,vmsrvc,Past Day stats rollupHVIEW_VIM_LCDB,Yes,10/23/2017 11:00,3ffe8b35-5169-43ba-b9dd-998a28d8e923,This job is to roll up 5 min stats and should run every 30 mins,12/19/2016 16:24,12/19/2016 16:24,master
HVMSQL04,Success,vmsrvc,Past Day stats rollupHVIEW_VIM_LCDB,Yes,10/23/2017 11:00,3ffe8b35-5169-43ba-b9dd-998a28d8e923,This job is to roll up 5 min stats and should run every 30 mins,12/19/2016 16:24,12/19/2016 16:24,master
working on HVMSQL04,Success,vmsrvc,Topn past week HVIEW_VIM_VCDB,Yes,10/23/2017 10:55,930db74b-48ae-4117-8753-a0874cb9b180,This job is to maintain topn processing of weekly stats,12/19/2016 22:45,12/19/2016 22:45,master
HVMSQL04,Success,vmsrvc,Topn past week HVIEW_VIM_VCDB,Yes,10/23/2017 10:55,930db74b-48ae-4117-8753-a0874cb9b180,This job is to maintain topn processing of weekly stats,12/19/2016 22:45,12/19/2016 22:45,master
working on HVMSQL04,Success,vmsrvc,Past Day stats rollupHINF_VIM_VCDB,Yes,10/23/2017 11:00,f9a1ace2-6e1d-4041-b74a-a138fe898990,This job is to roll up 5 min stats and should run every 30 mins,9/29/2016 13:27,9/29/2016 13:27,master
HVMSQL04,Success,vmsrvc,Past Day stats rollupHINF_VIM_VCDB,Yes,10/23/2017 11:00,f9a1ace2-6e1d-4041-b74a-a138fe898990,This job is to roll up 5 min stats and should run every 30 mins,9/29/2016 13:27,9/29/2016 13:27,master
working on HVMSQL04,Success,vmsrvc,Topn past day HVIEW_VIM_VCDB,Yes,10/23/2017 11:10,e8f1441e-20ef-4a34-bab1-a34753f2cf77,This job is to maintain topn processing of daily stats,12/19/2016 22:45,12/19/2016 22:45,master
HVMSQL04,Success,vmsrvc,Topn past day HVIEW_VIM_VCDB,Yes,10/23/2017 11:10,e8f1441e-20ef-4a34-bab1-a34753f2cf77,This job is to maintain topn processing of daily stats,12/19/2016 22:45,12/19/2016 22:45,master
working on HVMSQL04,Success,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,2ef5bf3e-f0e6-4942-b837-a80f20325702,No description available.,9/26/2016 9:28,9/26/2016 9:28,master
HVMSQL04,Success,sa,syspolicy_purge_history,Yes,10/23/2017 2:00,2ef5bf3e-f0e6-4942-b837-a80f20325702,No description available.,9/26/2016 9:28,9/26/2016 9:28,master
working on HVMSQL04,Success,vmsrvc,Topn past week HPROD_VIM_VCDB,Yes,10/23/2017 10:55,a9da01a7-a0ed-4249-aafd-b1a7c42eed00,This job is to maintain topn processing of weekly stats,9/26/2016 10:54,9/26/2016 10:54,master
HVMSQL04,Success,vmsrvc,Topn past week HPROD_VIM_VCDB,Yes,10/23/2017 10:55,a9da01a7-a0ed-4249-aafd-b1a7c42eed00,This job is to maintain topn processing of weekly stats,9/26/2016 10:54,9/26/2016 10:54,master
working on HVMSQL04,Success,vmsrvc,Topn past year HVIEW_VIM_VCDB,Yes,10/23/2017 2:30,f9ba7bf6-0976-4c89-b0aa-b213006005c6,This job is to maintain topn processing of yearly stats,12/19/2016 22:45,12/19/2016 22:45,master
HVMSQL04,Success,vmsrvc,Topn past year HVIEW_VIM_VCDB,Yes,10/23/2017 2:30,f9ba7bf6-0976-4c89-b0aa-b213006005c6,This job is to maintain topn processing of yearly stats,12/19/2016 22:45,12/19/2016 22:45,master
working on HVMSQL04,Success,vmsrvc,Topn past day HVIEW_VIM_LCDB,Yes,10/23/2017 11:05,fa7215b9-e44d-497f-99f7-be7974cbaa0d,This job is to maintain topn processing of daily stats,12/19/2016 16:24,12/19/2016 16:24,master
HVMSQL04,Success,vmsrvc,Topn past day HVIEW_VIM_LCDB,Yes,10/23/2017 11:05,fa7215b9-e44d-497f-99f7-be7974cbaa0d,This job is to maintain topn processing of daily stats,12/19/2016 16:24,12/19/2016 16:24,master
working on HVMSQL04,Success,vmsrvc,Event Task Cleanup HVIEW_VIM_VCDB,Yes,10/23/2017 7:30,0b57791c-809d-4c48-b61c-bf876f957845,This job is to clean up old Events and Tasks,12/19/2016 22:45,12/19/2016 22:45,master
HVMSQL04,Success,vmsrvc,Event Task Cleanup HVIEW_VIM_VCDB,Yes,10/23/2017 7:30,0b57791c-809d-4c48-b61c-bf876f957845,This job is to clean up old Events and Tasks,12/19/2016 22:45,12/19/2016 22:45,master
working on HVMSQL04,Success,vmsrvc,Topn past week HVIEW_VIM_LCDB,Yes,10/23/2017 10:45,936af3e0-1f96-4cda-8de0-c399fa1196a7,This job is to maintain topn processing of weekly stats,12/19/2016 16:24,12/19/2016 16:24,master
HVMSQL04,Success,vmsrvc,Topn past week HVIEW_VIM_LCDB,Yes,10/23/2017 10:45,936af3e0-1f96-4cda-8de0-c399fa1196a7,This job is to maintain topn processing of weekly stats,12/19/2016 16:24,12/19/2016 16:24,master
working on HVMSQL04,Success,vmsrvc,Topn past day HINF_VIM_VCDB,Yes,10/23/2017 11:10,d4623c9c-5e2f-417c-838a-c6820f353427,This job is to maintain topn processing of daily stats,9/29/2016 13:27,9/29/2016 13:27,master
HVMSQL04,Success,vmsrvc,Topn past day HINF_VIM_VCDB,Yes,10/23/2017 11:10,d4623c9c-5e2f-417c-838a-c6820f353427,This job is to maintain topn processing of daily stats,9/29/2016 13:27,9/29/2016 13:27,master
working on HVMSQL04,Success,vmsrvc,Past Week stats rollupHVIEW_VIM_LCDB,Yes,10/23/2017 9:15,af5f1f8e-38db-4c24-8de4-c7a5265d9ecb,This job is to roll up past week stats and should run every 2 hours,12/19/2016 16:24,12/19/2016 16:24,master
HVMSQL04,Success,vmsrvc,Past Week stats rollupHVIEW_VIM_LCDB,Yes,10/23/2017 9:15,af5f1f8e-38db-4c24-8de4-c7a5265d9ecb,This job is to roll up past week stats and should run every 2 hours,12/19/2016 16:24,12/19/2016 16:24,master
working on HVMSQL04,Success,vmsrvc,Past Month stats rollupHVIEW_VIM_VCDB,Yes,10/23/2017 2:15,a3c9338f-88f0-4233-82ad-cc0359453bd0,This job is to roll up Past Month stats and should run every day,12/19/2016 22:45,12/19/2016 22:45,master
HVMSQL04,Success,vmsrvc,Past Month stats rollupHVIEW_VIM_VCDB,Yes,10/23/2017 2:15,a3c9338f-88f0-4233-82ad-cc0359453bd0,This job is to roll up Past Month stats and should run every day,12/19/2016 22:45,12/19/2016 22:45,master
working on HVMSQL04,Success,vmsrvc,Process Performance Data HVIEW_VIM_LCDB,Yes,10/23/2017 11:00,362d4780-d23e-4ee2-a27a-d0adf139d0cd,This job is to collect DB performance counters and should run on every 30 min,12/19/2016 16:24,12/19/2016 16:24,master
HVMSQL04,Success,vmsrvc,Process Performance Data HVIEW_VIM_LCDB,Yes,10/23/2017 11:00,362d4780-d23e-4ee2-a27a-d0adf139d0cd,This job is to collect DB performance counters and should run on every 30 min,12/19/2016 16:24,12/19/2016 16:24,master
working on HVMSQL04,Success,vmsrvc,Past Week stats rollupHVIEW_VIM_VCDB,Yes,10/23/2017 9:45,3915d461-429e-4070-b140-dc8c4e7cd486,This job is to roll up past week stats and should run every 2 hours,12/19/2016 22:45,12/19/2016 22:45,master
HVMSQL04,Success,vmsrvc,Past Week stats rollupHVIEW_VIM_VCDB,Yes,10/23/2017 9:45,3915d461-429e-4070-b140-dc8c4e7cd486,This job is to roll up past week stats and should run every 2 hours,12/19/2016 22:45,12/19/2016 22:45,master
working on HVMSQL04,Success,vmsrvc,Event Task Cleanup HINF_VIM_VCDB,Yes,10/23/2017 7:30,ef44730a-ddbb-4dcb-af9e-de28bf38abed,This job is to clean up old Events and Tasks,9/29/2016 13:27,9/29/2016 13:27,master
HVMSQL04,Success,vmsrvc,Event Task Cleanup HINF_VIM_VCDB,Yes,10/23/2017 7:30,ef44730a-ddbb-4dcb-af9e-de28bf38abed,This job is to clean up old Events and Tasks,9/29/2016 13:27,9/29/2016 13:27,master
working on HVMSQL04,Success,vmsrvc,Topn past month HVIEW_VIM_VCDB,Yes,10/23/2017 9:45,fdd47ff2-404a-4af0-9768-e85946b26e68,This job is to maintain topn processing of monthly stats,12/19/2016 22:45,12/19/2016 22:45,master
HVMSQL04,Success,vmsrvc,Topn past month HVIEW_VIM_VCDB,Yes,10/23/2017 9:45,fdd47ff2-404a-4af0-9768-e85946b26e68,This job is to maintain topn processing of monthly stats,12/19/2016 22:45,12/19/2016 22:45,master
working on HVMSQL04,Success,vmsrvc,Topn past month HPROD_VIM_VCDB,Yes,10/23/2017 9:45,f2bad5a3-5acf-43dd-88cc-ee4a1c7d6965,This job is to maintain topn processing of monthly stats,9/26/2016 10:54,9/26/2016 10:54,master
HVMSQL04,Success,vmsrvc,Topn past month HPROD_VIM_VCDB,Yes,10/23/2017 9:45,f2bad5a3-5acf-43dd-88cc-ee4a1c7d6965,This job is to maintain topn processing of monthly stats,9/26/2016 10:54,9/26/2016 10:54,master
working on HVMSQL04,Success,vmsrvc,Process Performance Data HVIEW_VIM_VCDB,Yes,10/23/2017 11:00,d1881477-3bb5-4055-98ca-f1bda4f49789,This job is to collect DB performance counters and should run on every 30 min,12/19/2016 22:45,12/19/2016 22:45,master
HVMSQL04,Success,vmsrvc,Process Performance Data HVIEW_VIM_VCDB,Yes,10/23/2017 11:00,d1881477-3bb5-4055-98ca-f1bda4f49789,This job is to collect DB performance counters and should run on every 30 min,12/19/2016 22:45,12/19/2016 22:45,master
working on HVMSQL04,Never Ran,,VMWare Database Backup Maintenance.VMWare_Database_Maintenance,Yes,,93264ba4-16d6-4467-96dd-f5cdab4ed554,No description available.,10/25/2016 9:27,10/25/2016 9:43,
HVMSQL04,Never Ran,,VMWare Database Backup Maintenance.VMWare_Database_Maintenance,Yes,,93264ba4-16d6-4467-96dd-f5cdab4ed554,No description available.,10/25/2016 9:27,10/25/2016 9:43,
working on HVMSQL04,Success,vmsrvc,Topn past month HINF_VIM_VCDB,Yes,10/23/2017 9:45,5d1ae6d0-e3a0-4933-9c76-f9c93ae7449d,This job is to maintain topn processing of monthly stats,9/29/2016 13:27,9/29/2016 13:27,master
HVMSQL04,Success,vmsrvc,Topn past month HINF_VIM_VCDB,Yes,10/23/2017 9:45,5d1ae6d0-e3a0-4933-9c76-f9c93ae7449d,This job is to maintain topn processing of monthly stats,9/29/2016 13:27,9/29/2016 13:27,master
working on PADMINSQL01,Success,,ShrinkLog.Subplan_1,Yes,2/5/2016 1:25,0114b5ab-9ab8-43dd-b00a-009a9578a52d,No description available.,1/29/2016 8:49,2/5/2016 14:41,
PADMINSQL01,Success,,ShrinkLog.Subplan_1,Yes,2/5/2016 1:25,0114b5ab-9ab8-43dd-b00a-009a9578a52d,No description available.,1/29/2016 8:49,2/5/2016 14:41,
working on PADMINSQL01,Success,DM\DMSQLSrvc,EC5311DC-209E-41F4-80A0-4B8BC95F4744,Yes,10/1/2017 1:00,2df18f4f-6199-4016-9c78-1660712bda8d,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,9/30/2016 10:35,9/30/2016 10:35,master
PADMINSQL01,Success,DM\DMSQLSrvc,EC5311DC-209E-41F4-80A0-4B8BC95F4744,Yes,10/1/2017 1:00,2df18f4f-6199-4016-9c78-1660712bda8d,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,9/30/2016 10:35,9/30/2016 10:35,master
working on PADMINSQL01,Success,DM\DMSQLSrvc,ABAB99B4-5AAC-49A7-AA83-187C5E236ED1,Yes,10/1/2017 1:00,411e7f15-2dba-49a2-a8d0-1a4bb14f56f3,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,9/30/2016 10:38,9/30/2016 10:38,master
PADMINSQL01,Success,DM\DMSQLSrvc,ABAB99B4-5AAC-49A7-AA83-187C5E236ED1,Yes,10/1/2017 1:00,411e7f15-2dba-49a2-a8d0-1a4bb14f56f3,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,9/30/2016 10:38,9/30/2016 10:38,master
working on PADMINSQL01,Success,DM\DMSQLSrvc,025DC214-70C1-420D-8E44-AA7B99CB6DCE,Yes,10/23/2017 6:00,d704989e-6bbd-4178-bf2e-2161942511d2,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,10/11/2017 11:08,10/11/2017 11:08,master
PADMINSQL01,Success,DM\DMSQLSrvc,025DC214-70C1-420D-8E44-AA7B99CB6DCE,Yes,10/23/2017 6:00,d704989e-6bbd-4178-bf2e-2161942511d2,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,10/11/2017 11:08,10/11/2017 11:08,master
working on PADMINSQL01,Success,DM\DMSQLSrvc,1FE2BF34-8063-4A1B-A6AE-DF0E15FA52DA,Yes,10/23/2017 6:00,6fae7e7d-efd4-40a4-ac88-2193d51bb541,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,8/30/2017 8:49,8/30/2017 8:49,master
PADMINSQL01,Success,DM\DMSQLSrvc,1FE2BF34-8063-4A1B-A6AE-DF0E15FA52DA,Yes,10/23/2017 6:00,6fae7e7d-efd4-40a4-ac88-2193d51bb541,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,8/30/2017 8:49,8/30/2017 8:49,master
working on PADMINSQL01,Success,DM\DMSQLSrvc,D8088A81-AB2D-4DB7-A6BF-0CF65D7CFB3F,Yes,9/26/2016 15:10,b1f80a03-2a79-4d6c-b011-23ff96899523,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,9/26/2016 15:07,9/26/2016 15:07,master
PADMINSQL01,Success,DM\DMSQLSrvc,D8088A81-AB2D-4DB7-A6BF-0CF65D7CFB3F,Yes,9/26/2016 15:10,b1f80a03-2a79-4d6c-b011-23ff96899523,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,9/26/2016 15:07,9/26/2016 15:07,master
working on PADMINSQL01,Success,DM\DMSQLSrvc,D2104421-C3CE-4ADC-8365-6C7C04C9F385,Yes,10/1/2017 1:00,707e0042-180d-4d5d-9c10-2ea9c6fad80c,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,9/30/2016 11:33,9/30/2016 11:33,master
PADMINSQL01,Success,DM\DMSQLSrvc,D2104421-C3CE-4ADC-8365-6C7C04C9F385,Yes,10/1/2017 1:00,707e0042-180d-4d5d-9c10-2ea9c6fad80c,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,9/30/2016 11:33,9/30/2016 11:33,master
working on PADMINSQL01,Success,DM\DMSQLSrvc,5B5109DB-FB6B-449B-AD2A-40A898DBD8CE,Yes,10/1/2017 1:00,96814fb6-34d9-4c0c-bf7a-32660fd5e158,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,10/6/2016 11:04,10/6/2016 11:04,master
PADMINSQL01,Success,DM\DMSQLSrvc,5B5109DB-FB6B-449B-AD2A-40A898DBD8CE,Yes,10/1/2017 1:00,96814fb6-34d9-4c0c-bf7a-32660fd5e158,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,10/6/2016 11:04,10/6/2016 11:04,master
working on PADMINSQL01,Success,DM\DMSQLSrvc,81B85655-3DC5-468E-8A94-08E891F83EAE,Yes,10/1/2017 0:01,d4fa8ca5-7852-4927-b170-4e2bc1501f79,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,3/9/2017 11:15,3/9/2017 11:15,master
PADMINSQL01,Success,DM\DMSQLSrvc,81B85655-3DC5-468E-8A94-08E891F83EAE,Yes,10/1/2017 0:01,d4fa8ca5-7852-4927-b170-4e2bc1501f79,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,3/9/2017 11:15,3/9/2017 11:15,master
working on PADMINSQL01,Success,DM\DMSQLSrvc,E1F1A9B9-BE41-4F08-8505-989C9E255453,Yes,10/1/2017 1:00,76cb806e-23b3-47d9-83b2-6ae325584072,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,9/23/2016 14:17,9/23/2016 14:17,master
PADMINSQL01,Success,DM\DMSQLSrvc,E1F1A9B9-BE41-4F08-8505-989C9E255453,Yes,10/1/2017 1:00,76cb806e-23b3-47d9-83b2-6ae325584072,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,9/23/2016 14:17,9/23/2016 14:17,master
working on PADMINSQL01,Success,DM\DMSQLSrvc,7FD00620-F708-4C00-90C2-419E467A6BD7,Yes,10/22/2017 23:59,19204370-68f3-40da-a573-70fd507fb96b,This job is owned by a report server process. Modifying this job could result in database incompatibilities. Use Report Manager or Management Studio to update this job.,3/9/2017 11:01,3/9/2017 11:01,master
